"sseqid","entrezgene_id","function","external_gene_name"
"AT2G34560",818020,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818020]","CCP1"
"AT2G34580",818022,"cytomegalovirus UL139 protein [Source:NCBI gene (formerly Entrezgene);Acc:818022]","AT2G34580"
"AT2G34640",818029,"plastid transcriptionally active 12 [Source:NCBI gene (formerly Entrezgene);Acc:818029]","PTAC12"
"AT2G34660",818031,"multidrug resistance-associated protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:818031]","ABCC2"
"AT2G34700",818035,"Pollen Ole e 1 allergen and extensin family protein [Source:NCBI gene (formerly Entrezgene);Acc:818035]","AT2G34700"
"AT2G34710",818036,"Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818036]","PHB"
"AT2G34790",818044,"FAD-binding Berberine family protein [Source:NCBI gene (formerly Entrezgene);Acc:818044]","MEE23"
"AT2G34850",818050,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818050]","MEE25"
"AT2G34860",818051,"DnaJ/Hsp40 cysteine-rich domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818051]","EDA3"
"AT2G34930",818058,"disease resistance family protein / LRR family protein [Source:NCBI gene (formerly Entrezgene);Acc:818058]","AT2G34930"
"AT2G34960",818060,"cationic amino acid transporter 5 [Source:NCBI gene (formerly Entrezgene);Acc:818060]","CAT5"
"AT2G35060",818071,"K+ uptake permease 11 [Source:NCBI gene (formerly Entrezgene);Acc:818071]","KUP11"
"AT2G35110",818077,"transcription activator [Source:NCBI gene (formerly Entrezgene);Acc:818077]","GRL"
"AT2G35120",818078,"Single hybrid motif superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818078]","AT2G35120"
"AT2G35130",818079,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818079]","AT2G35130"
"AT2G35270",818094,"Putative AT-hook DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:818094]","GIK"
"AT2G35450",818110,"catalytic/ hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:818110]","AT2G35450"
"AT2G35585",818124,"cystic fibrosis transmembrane conductance regulator [Source:NCBI gene (formerly Entrezgene);Acc:818124]","AT2G35585"
"AT2G35630",818131,"ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818131]","MOR1"
"AT2G35760",818148,"Uncharacterized protein family (UPF0497) [Source:NCBI gene (formerly Entrezgene);Acc:818148]","AT2G35760"
"AT2G35860",818159,"FASCICLIN-like arabinogalactan protein 16 [Source:NCBI gene (formerly Entrezgene);Acc:818159]","FLA16"
"AT2G36026",6241209,"Ovate family protein [Source:NCBI gene (formerly Entrezgene);Acc:6241209]","AT2G36026"
"AT2G36100",818183,"Uncharacterized protein family (UPF0497) [Source:NCBI gene (formerly Entrezgene);Acc:818183]","CASP1"
"AT2G36270",818199,"Basic-leucine zipper (bZIP) transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:818199]","ABI5"
"AT2G36290",818200,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818200]","AT2G36290"
"AT2G36305",818203,"farnesylated protein-converting enzyme 2 [Source:NCBI gene (formerly Entrezgene);Acc:818203]","FACE2"
"AT2G36310",818204,"uridine-ribohydrolase 1 [Source:NCBI gene (formerly Entrezgene);Acc:818204]","URH1"
"AT2G36330",818206,"Uncharacterized protein family (UPF0497) [Source:NCBI gene (formerly Entrezgene);Acc:818206]","AT2G36330"
"AT2G36400",818213,"growth-regulating factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:818213]","GRF3"
"AT2G36410",818215,"transcriptional activator (DUF662) [Source:NCBI gene (formerly Entrezgene);Acc:818215]","AT2G36410"
"AT2G36430",818217,"transmembrane protein, putative (DUF247) [Source:NCBI gene (formerly Entrezgene);Acc:818217]","AT2G36430"
"AT2G36450",818219,"Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818219]","HRD"
"AT2G36460",818220,"Aldolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818220]","FBA6"
"AT2G36480",818222,"pre-mRNA cleavage complex 2 Pcf11-like protein [Source:NCBI gene (formerly Entrezgene);Acc:818222]","AT2G36480"
"AT2G36530",818226,"Enolase [Source:NCBI gene (formerly Entrezgene);Acc:818226]","LOS2"
"AT2G36630",818235,"Sulfite exporter TauE/SafE family protein [Source:NCBI gene (formerly Entrezgene);Acc:818235]","AT2G36630"
"AT2G36660",818238,"poly(A) binding protein 7 [Source:NCBI gene (formerly Entrezgene);Acc:818238]","PAB7"
"AT2G36670",818239,"Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:818239]","AT2G36670"
"AT2G36690",818241,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818241]","AT2G36690"
"AT2G36720",818244,"Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818244]","AT2G36720"
"AT2G36780",818250,"UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818250]","AT2G36780"
"AT2G36790",818251,"UDP-glucosyl transferase 73C6 [Source:NCBI gene (formerly Entrezgene);Acc:818251]","UGT73C6"
"AT2G36800",818252,"don-glucosyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:818252]","DOGT1"
"AT2G36835",818256,"","AT2G36835"
"AT2G36840",818257,"ACT-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818257]","ACR10"
"AT2G36870",818259,"xyloglucan endotransglucosylase/hydrolase 32 [Source:NCBI gene (formerly Entrezgene);Acc:818259]","XTH32"
"AT2G36885",818261,"translation initiation factor [Source:NCBI gene (formerly Entrezgene);Acc:818261]","AT2G36885"
"AT2G36890",818262,"Duplicated homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818262]","RAX2"
"AT2G36930",818267,"zinc finger (C2H2 type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:818267]","AT2G36930"
"AT2G36950",818269,"Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818269]","AT2G36950"
"AT2G36960",818270,"TSL-kinase interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:818270]","TKI1"
"AT2G36970",818271,"UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818271]","AT2G36970"
"AT2G37020",818276,"Translin family protein [Source:NCBI gene (formerly Entrezgene);Acc:818276]","AT2G37020"
"AT2G37090",818285,"Nucleotide-diphospho-sugar transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818285]","IRX9"
"AT2G37110",818287,"PLAC8 family protein [Source:NCBI gene (formerly Entrezgene);Acc:818287]","AT2G37110"
"AT2G37130",818289,"Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818289]","AT2G37130"
"AT2G37170",818293,"plasma membrane intrinsic protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:818293]","PIP2B"
"AT2G37210",818298,"lysine decarboxylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818298]","LOG3"
"AT2G37290",818306,"Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818306]","AT2G37290"
"AT2G37300",818307,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:818307]","ABCI16"
"AT2G37310",818308,"Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818308]","AT2G37310"
"AT2G37330",818310,"aluminum sensitive 3 [Source:NCBI gene (formerly Entrezgene);Acc:818310]","ALS3"
"AT2G37370",818313,"centrosomal protein of 135 kDa-like protein [Source:NCBI gene (formerly Entrezgene);Acc:818313]","AT2G37370"
"AT2G37380",818314,"membrane-associated kinase regulator [Source:NCBI gene (formerly Entrezgene);Acc:818314]","MAKR3"
"AT2G37400",818316,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818316]","AT2G37400"
"AT2G37430",818319,"C2H2 and C2HC zinc fingers superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818319]","ZAT11"
"AT2G37440",818321,"DNAse I-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818321]","AT2G37440"
"AT2G37480",818325,"","AT2G37480"
"AT2G37510",818327,"RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:818327]","AT2G37510"
"AT2G37520",818328,"Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818328]","AT2G37520"
"AT2G37530",818329,"forkhead box protein G1 [Source:NCBI gene (formerly Entrezgene);Acc:818329]","AT2G37530"
"AT2G37570",818333,"HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818333]","SLT1"
"AT2G37580",818334,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818334]","AT2G37580"
"AT2G37590",818336,"DNA binding with one finger 2.4 [Source:NCBI gene (formerly Entrezgene);Acc:818336]","DOF2.4"
"AT2G37640",818341,"Barwin-like endoglucanases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818341]","EXP3"
"AT2G37650",818342,"GRAS family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:818342]","AT2G37650"
"AT2G37660",818343,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818343]","AT2G37660"
"AT2G37670",818344,"Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818344]","AT2G37670"
"AT2G37678",5007942,"far-red elongated hypocotyl 1 [Source:NCBI gene (formerly Entrezgene);Acc:5007942]","FHY1"
"AT2G37710",818348,"receptor lectin kinase [Source:NCBI gene (formerly Entrezgene);Acc:818348]","RLK"
"AT2G37730",818350,"glycosyltransferase (DUF604) [Source:NCBI gene (formerly Entrezgene);Acc:818350]","AT2G37730"
"AT2G37750",818352,"","AT2G37750"
"AT2G37770",818354,"NAD(P)-linked oxidoreductase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818354]","ChlAKR"
"AT2G37860",818362,"reticulata-like protein, putative (DUF3411) [Source:NCBI gene (formerly Entrezgene);Acc:818362]","LCD1"
"AT2G37870",818363,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818363]","AT2G37870"
"AT2G37880",818364,"MIZU-KUSSEI-like protein (Protein of unknown function, DUF617) [Source:NCBI gene (formerly Entrezgene);Acc:818364]","AT2G37880"
"AT2G37920",818368,"copper ion transmembrane transporter [Source:NCBI gene (formerly Entrezgene);Acc:818368]","emb1513"
"AT2G37925",818369,"copper transporter 4 [Source:NCBI gene (formerly Entrezgene);Acc:818369]","COPT4"
"AT2G37970",818374,"SOUL heme-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:818374]","SOUL-1"
"AT2G37980",818376,"O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818376]","AT2G37980"
"AT2G38000",818378,"chaperone protein dnaJ-like protein [Source:NCBI gene (formerly Entrezgene);Acc:818378]","AT2G38000"
"AT2G38025",818381,"Cysteine proteinases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818381]","AT2G38025"
"AT2G38040",818382,"acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:818382]","CAC3"
"AT2G38070",818385,"LOW protein: UPF0503-like protein, putative (DUF740) [Source:NCBI gene (formerly Entrezgene);Acc:818385]","AT2G38070"
"AT2G38080",818386,"Laccase/Diphenol oxidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818386]","IRX12"
"AT2G38090",818387,"Duplicated homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818387]","AT2G38090"
"AT2G38470",818429,"WRKY DNA-binding protein 33 [Source:NCBI gene (formerly Entrezgene);Acc:818429]","WRKY33"
"AT2G38580",818440,"Mitochondrial ATP synthase D chain-related protein [Source:NCBI gene (formerly Entrezgene);Acc:818440]","AT2G38580"
"AT2G38600",818442,"HAD superfamily, subfamily IIIB acid phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:818442]","AT2G38600"
"AT2G38620",818444,"cyclin-dependent kinase B1;2 [Source:NCBI gene (formerly Entrezgene);Acc:818444]","CDKB1;2"
"AT2G38640",818446,"LURP-one-like protein (DUF567) [Source:NCBI gene (formerly Entrezgene);Acc:818446]","AT2G38640"
"AT2G38650",818447,"galacturonosyltransferase 7 [Source:NCBI gene (formerly Entrezgene);Acc:818447]","GAUT7"
"AT2G38670",818449,"phosphorylethanolamine cytidylyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:818449]","PECT1"
"AT2G38740",818456,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818456]","AT2G38740"
"AT2G38880",818472,"nuclear factor Y, subunit B1 [Source:NCBI gene (formerly Entrezgene);Acc:818472]","NF-YB1"
"AT2G38970",818482,"Zinc finger (C3HC4-type RING finger) family protein [Source:NCBI gene (formerly Entrezgene);Acc:818482]","AT2G38970"
"AT2G39090",818495,"tetratricopeptide repeat (TPR)-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818495]","APC7"
"AT2G39200",818505,"Seven transmembrane MLO family protein [Source:NCBI gene (formerly Entrezgene);Acc:818505]","MLO12"
"AT2G39210",818506,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818506]","AT2G39210"
"AT2G39440",818529,"ribonuclease H2 subunit C-like protein [Source:NCBI gene (formerly Entrezgene);Acc:818529]","AT2G39440"
"AT2G39490",818534,"F-box family protein [Source:NCBI gene (formerly Entrezgene);Acc:818534]","AT2G39490"
"AT2G39570",818542,"ACT domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818542]","ACR9"
"AT2G39700",818553,"expansin A4 [Source:NCBI gene (formerly Entrezgene);Acc:818553]","EXPA4"
"AT2G39730",818558,"rubisco activase [Source:NCBI gene (formerly Entrezgene);Acc:818558]","RCA"
"AT2G39840",818571,"type one serine/threonine protein phosphatase 4 [Source:NCBI gene (formerly Entrezgene);Acc:818571]","TOPP4"
"AT2G39930",818580,"isoamylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:818580]","ISA1"
"AT2G40110",818600,"Yippee family putative zinc-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:818600]","AT2G40110"
"AT2G40116",818602,"Phosphoinositide-specific phospholipase C family protein [Source:NCBI gene (formerly Entrezgene);Acc:818602]","AT2G40116"
"AT2G40200",818611,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818611]","AT2G40200"
"AT2G40570",818652,"initiator tRNA phosphoribosyl transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818652]","AT2G40570"
"AT2G40700",818665,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818665]","AT2G40700"
"AT2G40730",818668,"kinase family with ARM repeat domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818668]","CTEXP"
"AT2G40830",818680,"RING-H2 finger C1A [Source:NCBI gene (formerly Entrezgene);Acc:818680]","RHC1A"
"AT2G41040",818703,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818703]","AT2G41040"
"AT2G41080",818707,"pentatricopeptide (PPR) repeat protein [Source:NCBI gene (formerly Entrezgene);Acc:818707]","AT2G41080"
"AT2G41110",818710,"calmodulin 2 [Source:NCBI gene (formerly Entrezgene);Acc:818710]","CAM2"
"AT2G41475",6240499,"Embryo-specific protein 3, (ATS3) [Source:NCBI gene (formerly Entrezgene);Acc:6240499]","AT2G41475"
"AT2G41790",818778,"Insulinase (Peptidase family M16) family protein [Source:NCBI gene (formerly Entrezgene);Acc:818778]","AT2G41790"
"AT2G42160",818816,"zinc finger (ubiquitin-hydrolase) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818816]","BRIZ1"
"AT2G42280",818829,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818829]","FBH4"
"AT2G42360",NA,"","ATL41"
"AT2G42490",818849,"Copper amine oxidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818849]","AT2G42490"
"AT2G42500",818850,"protein phosphatase 2A-3 [Source:NCBI gene (formerly Entrezgene);Acc:818850]","PP2A-3"
"AT2G42520",818852,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818852]","AT2G42520"
"AT2G42590",818859,"ral regulatory factor 9 [Source:NCBI gene (formerly Entrezgene);Acc:818859]","GRF9"
"AT2G42610",818861,"LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640) [Source:NCBI gene (formerly Entrezgene);Acc:818861]","LSH10"
"AT2G42670",818867,"2-aminoethanethiol dioxygenase, putative (DUF1637) [Source:NCBI gene (formerly Entrezgene);Acc:818867]","AT2G42670"
"AT2G42690",818869,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818869]","AT2G42690"
"AT2G42740",818874,"ribosomal protein large subunit 16A [Source:NCBI gene (formerly Entrezgene);Acc:818874]","RPL16A"
"AT2G42760",818876,"DUF1685 family protein [Source:NCBI gene (formerly Entrezgene);Acc:818876]","AT2G42760"
"AT2G42780",818878,"transcription elongation factor B polypeptide [Source:NCBI gene (formerly Entrezgene);Acc:818878]","AT2G42780"
"AT2G42850",818885,"cytochrome P450, family 718 [Source:NCBI gene (formerly Entrezgene);Acc:818885]","CYP718"
"AT2G43030",818905,"Ribosomal protein L3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:818905]","AT2G43030"
"AT2G43090",818911,"Aconitase/3-isopropylmalate dehydratase protein [Source:NCBI gene (formerly Entrezgene);Acc:818911]","AT2G43090"
"AT2G43190",818920,"ribonuclease P family protein [Source:NCBI gene (formerly Entrezgene);Acc:818920]","POP4"
"AT2G43290",818931,"Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:818931]","MSS3"
"AT2G43320",818933,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818933]","AT2G43320"
"AT2G43410",818942,"RNA binding protein [Source:NCBI gene (formerly Entrezgene);Acc:818942]","FPA"
"AT2G43420",818943,"3-beta hydroxysteroid dehydrogenase/isomerase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818943]","AT2G43420"
"AT2G43560",818958,"FKBP-like peptidyl-prolyl cis-trans isomerase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818958]","AT2G43560"
"AT2G43630",818965,"nucleusenvelope protein [Source:NCBI gene (formerly Entrezgene);Acc:818965]","AT2G43630"
"AT2G43640",818966,"Signal recognition particle, SRP9/SRP14 subunit [Source:NCBI gene (formerly Entrezgene);Acc:818966]","AT2G43640"
