qseqid	sseqid	pident	length	mismatch	evalue	bitscore
104435229	AT1G11910	46.798	203	27	8.95e-45	171
104435230	AT3G05740	64.835	91	32	5.61e-39	117
104435235	AT1G27180	33.906	233	125	2.01e-21	102
104435243	AT1G27180	44.444	144	78	3.82e-28	120
104435245	AT5G55090	43.766	393	185	2.58e-97	302
104435249	AT3G14470	33.619	583	302	2.89e-67	244
104435251	AT4G27220	26.822	686	466	1.49e-40	166
104435252	AT4G26090	25.376	532	340	6.1e-42	114
104435253	AT4G27190	25.714	945	618	5.94e-51	199
104435255	AT5G36930	38.845	381	216	1.99e-63	238
104435256	AT5G42500	37.762	143	89	1.45e-29	110
104435261	AT3G04740	73.521	355	82	8.45e-160	544
104435265	AT1G54150	34.375	96	59	4.19e-06	51.2
104435267	AT5G42500	39.189	148	90	5.49e-31	113
104435269	AT3G23250	55.2	125	19	7.41e-39	145
104435278	AT5G42570	67.188	128	39	1.15e-35	135
104435289	AT4G22010	69.333	75	22	6.1e-43	110
104435295	AT2G30070	60.48	458	101	3.66e-164	512
104435296	AT2G30040	54.755	347	130	6.94e-119	361
104435297	AT5G58610	45.045	222	121	1.65e-53	206
104435299	AT3G04090	56.522	138	60	9.54e-36	131
104435300	AT3G47570	41.043	441	257	2.44e-180	312
104435302	AT2G29690	84.337	83	13	1.86e-74	149
104435307	AT1G07400	34.409	186	71	5.22e-22	87
104435309	AT2G39730	60.699	229	41	2.02e-82	259
104435311	AT3G46750	39.048	210	107	8.93e-25	107
104435312	AT2G18660	34.314	102	49	3.69e-07	49.3
104435317	AT1G08250	77.612	67	15	1.89e-25	112
104435319	AT1G07530	50.791	569	236	0	568
104435320	AT1G07530	49.182	795	335	0	675
104435321	AT5G59420	50.459	109	17	1.95e-38	105
104435322	AT5G59400	50.588	85	7	1.62e-14	75.9
104435324	AT1G13790	48.78	123	63	7.49e-36	127
104435325	AT5G65460	57.143	42	18	4.05e-16	50.1
104435330	AT2G28780	45.546	595	283	9.9e-143	452
104435335	AT2G32480	71.491	456	122	0	555
104435346	AT1G05170	57.143	133	10	2.65e-47	149
104435354	AT3G45770	69.091	55	17	4.61e-22	83.6
104435356	AT2G32415	59.367	379	119	1.76e-136	452
104435366	AT5G49470	56.944	72	30	4.02e-13	75.1
104435370	AT5G60335	55.844	77	33	1.48e-23	97.8
104435371	AT2G28490	61.314	137	50	2.06e-67	178
104435377	AT3G54810	72.308	65	18	3.31e-28	115
104435382	AT3G57120	64.286	196	57	2.51e-72	245
104435383	AT5G60740	77.152	302	65	1.61e-129	439
104435387	AT5G60800	47.17	53	28	5.07e-06	48.9
104435388	AT1G70260	36.181	199	82	1.55e-24	108
104435389	AT4G31940	63.285	207	75	3.59e-83	279
104435390	AT4G23160	45.198	177	84	9.57e-66	150
104435391	AT1G24095	74.627	67	17	1.62e-27	111
104435392	AT1G24130	57.097	310	112	1.08e-93	291
104435393	AT1G59950	57.143	77	32	6.54e-36	89.4
104435401	AT4G16730	38.06	134	76	6.31e-54	107
104435404	AT2G01905	32.886	298	58	1.59e-32	127
104435410	AT1G05180	91.525	59	5	2.59e-44	112
104435412	AT5G59540	52.212	113	54	1.58e-38	112
104435416	AT1G70650	55.14	107	18	1.07e-84	111
104435421	AT4G23160	40.826	218	125	1.74e-71	171
104435422	AT1G70650	55.14	107	18	1.62e-71	111
104435425	AT1G03410	38.247	251	114	4.29e-39	149
104435427	AT5G59530	50	132	66	5.77e-44	124
104435429	AT1G24610	67.5	120	39	3.62e-34	130
104435430	AT1G70650	55.14	107	18	4.44e-64	111
104435432	AT1G67980	49.02	102	40	3.61e-29	114
104435440	AT4G35830	73.636	220	31	1.13e-98	339
104435443	AT3G05680	66.929	127	41	3.5e-50	166
104435445	AT5G02070	71.756	262	69	5.37e-127	394
104435447	AT5G45470	37.461	323	184	2.34e-47	181
104435448	AT5G45480	34.986	363	219	6.78e-46	176
104435449	AT3G53900	36.441	118	12	8.44e-11	64.7
104435452	AT2G37880	58.779	262	83	3.94e-88	269
104435453	AT2G37925	45.902	122	63	2.49e-28	102
104435456	AT5G01160	77.907	86	19	2.48e-38	148
104435460	AT4G16730	36.719	128	74	2.92e-50	96.7
104435462	AT3G50170	35.172	290	148	1.03e-47	166
104435465	AT5G01210	62.706	303	100	7.77e-145	371
104435468	AT1G25380	43.182	264	62	4.89e-50	183
104435469	AT1G25390	62.662	308	114	1.75e-123	394
104435470	AT3G59530	73.684	133	24	2.71e-60	210
104435472	AT1G25390	61.14	386	124	3.35e-147	477
104435473	AT4G18250	49.292	353	155	3.08e-109	348
104435484	AT1G25390	73.377	154	40	1.07e-126	234
104435485	AT1G25390	54.439	428	146	3.57e-138	431
104435486	AT1G70250	53.333	315	135	1.11e-101	338
104435490	AT5G39020	48.747	359	164	2.26e-107	347
104435494	AT2G01170	60.586	307	46	2.62e-97	291
104435495	AT1G15160	61.616	99	38	7.93e-51	118
104435501	AT2G01300	45.455	143	67	3.6e-32	112
104435511	AT1G70840	42.222	90	51	8.99e-18	81.3
104435513	AT5G16990	47.287	387	87	4.82e-107	336
104435514	AT1G70840	43.478	92	51	4.41e-21	89.4
104435515	AT3G47570	41.015	473	272	3.09e-107	281
104435518	AT1G06620	43.448	145	77	1.71e-27	114
104435523	AT5G03290	92.593	108	8	1.66e-94	212
104435525	AT5G59530	54.31	116	53	7.74e-43	117
104435535	AT1G27170	39.13	184	98	1.92e-28	125
104435544	AT4G23160	36.646	322	198	6.24e-81	206
104435545	AT2G37020	86.957	46	6	1.67e-18	89.4
104435548	AT3G14470	30.335	478	315	1.15e-54	198
104435549	AT4G18250	51.558	353	147	9.48e-115	364
104435550	AT4G18250	53.184	267	114	3.57e-92	296
104435556	AT5G04250	40	75	11	3.08e-13	49.7
104435558	AT1G10880	66.981	212	70	1.11e-104	319
104435560	AT5G38240	52.218	293	127	8.35e-80	276
104435561	AT1G68360	51.705	176	63	1.99e-28	112
104435562	AT1G25370	37.607	117	34	7.99e-11	56.2
104435563	AT1G13360	41.711	187	82	2.61e-14	68.9
104435566	AT3G25840	83.673	98	16	2.03e-64	174
104435568	AT4G37810	53.012	83	33	2.22e-20	84.7
104435573	AT1G49000	37.255	153	68	3.46e-16	74.7
104435574	AT1G68690	79.279	111	23	1.46e-58	192
104435576	AT3G49450	32.447	376	199	5.3e-32	127
104435577	AT2G30695	46.154	39	21	0.00021	44.7
104435578	AT1G06070	65.566	212	54	3.49e-60	214
104435580	AT3G25570	66.667	342	111	5.7e-155	463
104435581	AT1G26220	72.289	166	40	1.56e-81	246
104435583	AT2G03800	65.909	44	15	7.21e-10	62.4
104435584	AT4G23160	33.992	506	277	2.59e-75	275
104435589	AT3G51550	45.889	754	341	0	630
104435590	AT3G51550	47.462	729	317	0	607
104435592	AT4G31985	83.333	18	3	1.03e-08	39.7
104435593	AT1G72010	69.333	75	23	4.1e-30	121
104435594	AT1G69310	80	50	10	2.74e-19	90.5
104435601	AT1G14180	46.414	237	104	9.08e-63	216
104435604	AT2G37210	95	40	2	1.54e-16	80.9
104435614	AT4G34310	69.444	36	11	7.6e-08	55.5
104435617	AT3G26430	50.857	175	59	2.18e-46	170
104435619	AT1G24590	95.652	46	2	3.73e-11	64.7
104435620	AT3G26570	78.648	281	53	5.55e-122	390
104435621	AT5G03230	40.385	156	85	1.89e-25	100
104435630	AT1G23760	44	100	51	3.82e-14	75.1
104435631	AT5G60670	90.854	164	15	6.28e-106	305
104435637	AT1G23760	44	100	51	5.18e-14	74.7
104435639	AT1G23850	33.14	344	197	9.2e-55	183
104435640	AT3G28050	31.69	142	60	4.26e-15	74.7
104435641	AT2G37170	85.149	101	15	1.91e-51	182
104435642	AT3G28200	60.311	257	96	3.58e-112	337
104435645	AT1G69910	61.324	574	201	0	581
104435646	AT4G37750	62.162	37	14	1.01e-24	54.7
104435647	AT1G69690	63.758	149	21	2.8e-43	161
104435648	AT2G02955	46.8	250	98	5.83e-58	215
104435650	AT3G09780	63.505	759	257	0	919
104435653	AT2G34930	27.879	660	369	2.36e-27	118
104435655	AT2G34930	41.144	909	469	4.99e-163	503
104435656	AT2G34930	41.156	882	456	9.35e-170	520
104435657	AT2G34930	40.443	858	452	2.84e-154	499
104435658	AT3G47570	45.361	873	463	0	719
104435659	AT1G16670	58.974	78	32	2.29e-45	106
104435667	AT3G53400	46.266	482	233	1.63e-126	386
104435668	AT3G50700	76.471	136	32	5.5e-78	257
104435670	AT4G26330	47.643	403	134	3.44e-91	313
104435671	AT5G36110	29.389	262	135	7.46e-34	135
104435678	AT5G03170	69.481	154	46	7.72e-66	208
104435680	AT4G21680	47.85	535	201	3.66e-154	439
104435687	AT5G03150	91.912	136	10	7.71e-70	241
104435688	AT5G12920	46.512	43	23	3.24e-10	45.8
104435693	AT1G51410	80.702	57	11	5.96e-24	104
104435697	AT5G12470	67.073	82	27	1.42e-29	123
104435698	AT3G09740	38.136	118	25	1.21e-33	75.1
104435699	AT5G12460	48.544	206	96	1.76e-110	210
104435700	AT4G18380	32.741	394	218	4.4e-35	136
104435701	AT5G05410	82.812	64	11	5.34e-21	95.9
104435703	AT4G14590	55.94	463	178	2.66e-139	444
104435705	AT3G46550	42.105	76	43	2.73e-11	60.8
104435707	AT4G13870	33.557	149	92	1.67e-14	71.6
104435709	AT3G52590	96.053	76	3	9.7e-48	149
104435710	AT5G41980	36.504	389	169	1.55e-65	226
104435712	ATCG00800	77.907	86	19	2.23e-34	132
104435714	AT5G45540	39.116	294	171	9.61e-45	175
104435715	AT1G65740	21.526	367	232	2.83e-09	58.5
104435716	AT2G36026	60.294	68	27	2.46e-23	94.4
104435717	AT3G52460	29.05	179	114	4.49e-13	69.7
104435719	AT3G52460	25.862	174	125	2.97e-12	65.1
104435720	AT5G22140	45.382	249	96	1.7e-77	203
104435721	AT2G36100	62.5	48	18	4.65e-10	58.9
104435723	AT4G23160	36.697	545	335	2.11e-93	330
104435725	AT1G69480	47.727	88	41	2.59e-22	97.4
104435726	AT3G19430	65.254	118	39	2.22e-80	179
104435727	AT5G54010	39.375	160	90	2.17e-41	98.6
104435728	AT5G22540	46.205	448	214	5.75e-119	359
104435729	AT3G52590	100	66	0	1.07e-41	135
104435730	AT2G36430	46.637	446	206	2.8e-127	384
104435733	AT3G44850	66.768	328	100	1.91e-134	418
104435734	AT5G22870	29.167	192	125	4.11e-23	92.8
104435736	AT5G22870	30.178	169	112	2.76e-18	79.7
104435738	AT5G20620	99.349	307	2	0	603
104435740	AT5G40240	30.469	256	116	8.78e-24	106
104435742	AT2G43410	42.32	319	135	6.8e-54	205
104435745	AT5G25070	57.265	117	50	1.49e-24	112
104435746	AT3G48810	49.408	676	322	0	672
104435749	AT1G61560	49.515	103	18	6.87e-33	95.9
104435752	AT2G13620	40.657	396	209	7.57e-79	273
104435754	AT1G06920	54.455	101	41	5.07e-31	119
104435755	AT2G42760	37.795	127	65	8.76e-15	75.1
104435756	AT2G37130	71.223	139	40	8.32e-64	218
104435757	AT3G53380	70.359	668	190	0	784
104435762	AT2G37110	69.231	78	24	2.32e-29	119
104435767	AT2G40730	57.895	38	14	4.24e-05	35.4
104435768	AT2G32600	75.439	57	7	1.91e-26	87.4
104435772	AT4G21530	49.02	51	26	3.25e-08	59.3
104435773	AT1G69550	33.143	350	190	6.26e-20	94.7
104435774	AT3G28410	28.378	74	49	4.37e-09	40.8
104435776	AT5G03040	47.009	234	82	2.43e-41	160
104435777	AT4G21530	59.677	62	25	8.51e-06	50.1
104435778	AT1G27320	70.476	105	27	1.84e-33	138
104435779	AT5G46400	47.647	170	58	3.85e-38	155
104435782	AT4G21530	44.751	181	40	8.03e-28	122
104435783	AT3G44670	29.358	218	139	2.07e-13	78.2
104435785	AT5G36930	40.162	371	214	1.14e-61	236
104435786	AT2G43420	47.101	138	37	1.37e-30	120
104435787	AT2G37090	53.036	247	92	1.67e-68	235
104435791	AT3G09700	75.862	58	13	6.01e-21	89.4
104435793	AT1G27170	37.722	281	170	4.04e-49	149
104435795	AT3G09690	44.24	217	81	8.26e-47	178
104435800	AT3G53320	54.412	68	31	1.02e-18	62.4
104435803	AT4G29090	40.141	142	85	2.99e-27	118
104435818	AT3G09660	63.03	165	27	3.12e-63	192
104435823	AT5G02880	50.781	384	169	1.21e-117	339
104435824	AT4G23160	35.219	389	239	6.66e-85	243
104435833	AT4G21530	63.415	41	15	7.01e-07	55.1
104435835	AT5G16780	54.974	191	23	3.76e-49	186
104435840	AT2G38880	89.091	55	6	8.84e-43	104
104435842	AT1G77290	46.591	176	91	5.66e-37	140
104435850	AT3G09640	65.138	109	7	2.06e-35	136
104435856	AT2G31350	76.923	78	18	1.29e-25	108
104435869	AT1G43760	38.596	57	35	9.01e-06	48.5
104435872	AT4G32400	69.62	79	24	5.33e-28	118
104435877	AT1G75340	68.75	32	10	2.98e-08	59.7
104435878	AT4G31170	71.525	295	76	1.95e-128	398
104435879	AT4G31170	72.881	295	71	5.47e-133	410
104435880	AT5G36110	60.135	296	111	4.8e-123	371
104435881	AT2G07180	63.448	145	51	4.75e-47	177
104435882	AT2G07170	64.384	219	75	4.13e-83	294
104435883	AT3G31430	26.016	123	79	5.92e-09	42.4
104435884	AT2G26590	38.971	136	28	6.02e-18	87.4
104435885	AT5G35380	79.747	237	48	1.58e-115	385
104435886	AT5G35380	79.747	237	48	1.31e-116	385
104435887	AT2G30490	61.167	497	155	0	573
104435888	AT2G06990	74.926	339	80	9.78e-158	519
104435889	AT3G09600	49.091	110	26	1.11e-17	84.7
104435890	AT5G35330	58.599	157	53	3.57e-52	185
104435891	AT5G41685	74.468	47	12	1.06e-21	82
104435892	AT3G18790	84.615	143	22	4.93e-71	231
104435893	AT3G18090	66.981	318	86	1.45e-124	418
104435896	AT5G20590	72.381	105	29	1.12e-46	176
104435897	AT3G53470	77.528	89	20	2.46e-40	144
104435899	AT4G37790	61.905	63	22	6.59e-25	80.5
104435900	AT2G19350	54.422	147	24	1.87e-26	100
104435901	AT4G31550	42.152	223	79	4.1e-47	113
104435902	AT5G57090	75.887	423	65	0	608
104435903	AT5G57100	60.526	152	33	2.84e-48	174
104435906	AT4G29870	75.429	175	41	2.33e-71	218
104435907	AT4G29890	50.667	75	36	3.72e-21	82
104435908	AT5G57110	56.391	133	24	8.67e-34	145
104435910	AT2G19160	43.443	122	65	3.91e-17	85.1
104435911	AT5G57110	64.407	59	21	2.74e-33	86.3
104435912	AT5G57123	63.235	68	25	5.78e-25	94
104435915	AT3G28430	64.286	84	29	6.06e-26	118
104435916	AT5G57130	51.639	488	160	8.82e-118	398
104435919	AT4G26020	67.742	31	10	3.24e-12	42.7
104435920	AT4G29930	29.412	187	83	3.07e-23	73.2
104435921	AT2G19270	42.797	236	111	8.57e-24	105
104435922	AT5G57160	76.991	113	25	3.78e-39	162
104435923	AT4G30480	94.444	36	2	4.4e-15	77.8
104435924	AT5G57170	82.609	69	12	1.53e-29	113
104435925	AT1G13960	50	144	67	1.34e-32	135
104435926	AT5G57180	33.5	400	163	1.02e-32	132
104435927	AT3G47390	85.185	108	16	8.62e-79	195
104435928	AT4G29940	43.846	260	76	2.87e-39	159
104435930	AT1G02680	76.316	38	9	2.11e-11	62.8
104435931	AT4G30010	66.292	89	30	2.13e-36	132
104435932	AT2G19180	47.945	73	35	2.18e-10	61.2
104435933	AT4G29960	54.286	70	31	3.47e-10	63.5
104435934	AT4G29950	51.36	662	254	1.4e-173	544
104435935	AT5G57230	54.167	96	17	3.49e-26	106
104435936	AT2G19160	55.634	142	58	1.31e-41	159
104435937	AT4G30110	54.676	278	70	2.21e-74	270
104435938	AT2G19080	58.407	113	47	9.09e-40	148
104435939	AT1G29660	55.294	85	36	1.51e-21	98.6
104435940	AT5G45670	39.806	206	72	1.05e-37	145
104435941	AT4G30160	70.992	131	11	3.42e-82	190
104435942	AT5G57330	73.973	73	19	1.82e-56	121
104435943	AT5G57340	56.25	32	14	9.24e-07	38.1
104435944	AT2G18960	90.234	256	25	0	448
104435945	AT3G11710	60.656	183	63	1.52e-86	200
104435946	AT5G08280	58	250	20	2.9e-80	265
104435947	AT5G57360	85.929	533	70	0	880
104435948	AT2G37290	53.439	189	73	8.55e-47	185
104435949	AT2G18910	51.724	87	40	1.96e-14	71.6
104435950	AT1G73300	42.169	83	45	3.32e-19	79.7
104435951	AT3G10450	62.963	54	20	1.38e-15	81.3
104435952	AT5G65530	52.273	88	41	1.25e-64	100
104435953	AT1G67090	59.494	79	32	1.34e-29	114
104435954	AT4G30200	39.031	392	181	2.34e-64	234
104435955	AT5G57410	36.364	143	38	3.76e-19	92
104435956	AT4G30210	52.406	187	25	1.2e-60	179
104435957	AT4G30220	96.875	32	1	1.85e-14	70.1
104435958	AT5G57450	56.842	190	80	4.85e-71	207
104435960	AT5G57490	63.095	84	31	2.89e-29	119
104435961	AT2G19160	36.937	111	15	2.16e-31	70.5
104435962	AT4G25830	52.174	69	33	1.38e-17	81.3
104435963	AT4G25810	50.8	250	82	2.29e-81	255
104435964	AT5G02780	46.897	145	26	8.83e-27	110
104435965	AT4G30270	84.615	65	10	8e-56	127
104435966	AT4G25810	63.948	233	49	8.89e-109	290
104435967	AT4G30270	62.651	166	29	3.91e-99	212
104435968	AT5G57530	57.895	133	53	5.18e-92	153
104435970	AT5G57540	56.391	133	55	3.88e-92	153
104435971	AT4G25810	70.93	86	24	1.05e-61	130
104435972	AT5G57530	59.538	173	37	1.86e-93	207
104435973	AT3G23730	54.645	183	46	6.18e-92	198
104435974	AT5G02780	45.217	115	29	5.19e-17	83.2
104435975	AT5G24165	55	60	27	8.54e-11	58.9
104435976	AT2G18800	49.64	139	59	2.14e-90	140
104435977	AT5G57580	79.878	164	33	2e-123	273
104435978	AT5G57590	42.358	229	103	2.37e-30	132
104435979	AT4G30310	59.441	143	21	9.14e-44	169
104435980	AT5G57620	48.175	137	47	1e-25	109
104435982	AT2G26980	53.061	49	23	2.14e-41	58.2
104435983	AT5G02780	83.333	36	6	1.18e-22	64.7
104435984	AT5G57660	47.451	255	106	1.47e-55	194
104435985	AT5G57685	64.516	93	28	1.03e-12	65.1
104435986	AT4G30340	74.074	54	14	3.2e-18	91.7
104435987	AT4G28020	70.37	81	23	2.91e-29	119
104435988	AT5G57710	67.391	414	111	1.01e-151	489
104435989	AT2G18700	67.26	730	204	0	1043
104435991	AT2G18670	52	75	31	8.23e-21	90.1
104435992	AT2G18660	55.696	79	35	7.02e-24	94.4
104435993	AT4G30400	42.857	392	173	3.22e-73	244
104435994	AT5G57770	54.545	77	30	4.48e-15	79.3
104435996	AT4G30410	42.021	188	95	2.06e-32	122
104435998	AT5G57800	43	300	96	3.22e-63	229
104436000	AT2G23810	67.949	156	50	1.94e-55	192
104436001	AT5G57815	96.667	30	1	4.46e-20	64.7
104436002	AT5G61920	44.526	137	76	3.69e-27	111
104436004	AT4G30440	66.875	160	50	3.65e-107	187
104436007	AT5G14850	56.545	191	46	5.8e-110	181
104436008	AT2G23890	40.698	172	53	1.51e-51	122
104436009	AT4G30510	76	50	12	9.91e-16	81.3
104436010	AT5G02780	49	100	24	1.44e-23	87.4
104436011	AT3G25570	56.794	287	107	1.35e-97	306
104436013	AT2G23970	45.342	322	96	8.48e-88	270
104436014	AT2G23970	64.815	108	38	9.96e-44	155
104436015	AT4G28080	73.034	178	48	5.38e-123	256
104436016	AT4G30780	48.029	279	55	3.17e-65	233
104436017	AT4G30790	55.729	576	212	4.3e-172	561
104436019	AT4G30825	53.566	631	271	0	655
104436020	AT2G24050	57.576	165	41	4.74e-67	186
104436022	AT5G17420	58.543	398	65	0	432
104436023	AT5G17420	86.325	117	16	0	215
104436024	AT4G30700	64.196	796	277	0	1076
104436025	AT2G24050	51.724	87	13	6.08e-90	74.7
104436026	AT5G57870	59.429	350	124	2.54e-92	319
104436028	AT4G28088	74.419	43	11	5.44e-16	72.8
104436029	AT2G24030	37.288	59	37	2.45e-06	52.8
104436031	AT4G30610	58.706	201	44	1.07e-67	238
104436032	AT5G02780	48.039	102	24	2.32e-22	83.2
104436036	AT5G26742	74.603	126	32	3.4e-67	181
104436037	AT3G19860	45.402	174	63	1.37e-22	99.8
104436040	AT5G02770	76.471	34	8	3.65e-09	58.9
104436045	AT1G63880	36.522	115	64	1.23e-11	63.9
104436046	AT3G12620	52.4	250	70	1.13e-79	261
104436048	AT5G03800	38.66	194	91	8.83e-59	131
104436060	AT5G16100	61.538	26	10	5.21e-06	42
104436062	AT3G42170	46.591	88	44	3.27e-13	75.9
104436063	AT2G37300	66.667	33	11	1.25e-06	49.7
104436070	AT5G20410	67.153	137	12	1.04e-123	187
104436071	AT5G20400	47.257	237	77	1.08e-68	229
104436072	AT5G54000	49.58	119	60	1.12e-34	134
104436073	AT5G02750	70.312	64	19	2.07e-27	112
104436075	AT5G07990	35.169	563	296	6.86e-100	318
104436078	AT5G53120	57.407	108	45	1.4e-26	100
104436079	AT5G45140	68.519	54	17	9.95e-16	82
104436082	AT2G37310	55.819	421	174	5.38e-154	470
104436083	AT4G37360	60.204	196	76	1.01e-79	270
104436084	AT2G24170	67.863	613	91	0	739
104436087	AT4G30920	73.571	140	37	5.78e-47	179
104436088	AT5G57970	80.723	83	16	1.17e-39	152
104436089	AT4G30935	61.864	118	40	5.94e-37	146
104436090	AT4G03120	62.162	74	14	7.74e-16	69.7
104436091	AT2G24220	69.501	341	101	2.51e-122	375
104436092	AT1G13950	61.702	94	5	1.91e-29	115
104436093	AT2G24230	70.623	851	243	0	1116
104436095	AT5G57990	62.4	125	45	8.41e-38	155
104436096	AT2G24240	81.839	435	78	0	747
104436097	AT5G58000	64.706	34	12	6.72e-06	51.2
104436098	AT4G30960	77.598	433	90	0	638
104436099	AT1G50680	48.209	363	137	1.34e-95	314
104436100	AT2G24260	60	90	24	1.8e-19	89.7
104436101	AT2G32060	68.75	80	25	7.87e-34	122
104436102	AT5G58030	64.773	88	3	1.63e-33	109
104436103	AT5G58040	34.756	492	272	9.81e-35	147
104436104	AT1G63270	88.785	214	24	1.19e-135	400
104436106	AT4G30993	43.056	72	37	2.1e-10	62.8
104436107	AT5G58060	83.077	65	11	1.24e-29	118
104436108	AT5G58070	79.839	124	25	3.51e-71	221
104436109	AT5G58070	81.513	119	22	5.67e-69	216
104436110	AT2G24280	60.577	104	38	1.02e-33	136
104436111	AT4G30996	80.734	109	21	1.76e-38	142
104436112	AT2G37330	81.905	105	19	1.38e-47	170
104436113	AT2G25180	54.745	137	53	1.06e-35	121
104436114	AT4G31020	86.076	79	11	6.47e-40	150
104436115	AT5G58200	46.341	123	56	8.56e-27	107
104436116	AT4G19810	44.699	349	189	2.14e-85	287
104436117	AT4G19810	45.272	349	187	8.98e-88	292
104436118	AT4G19810	63.084	214	76	6.67e-75	247
104436119	AT4G19810	47.025	353	183	5.03e-86	288
104436121	AT4G19810	45.938	357	185	2.22e-76	258
104436122	AT5G57350	71.429	259	48	0	314
104436123	AT5G02710	77.049	61	13	6.55e-29	95.9
104436124	AT5G55300	52.8	125	31	2.39e-22	105
104436125	AT1G80710	58.993	139	54	1.14e-46	176
104436126	AT2G22650	62.5	160	60	4.55e-62	214
104436127	AT2G07690	56.069	173	18	5.02e-71	183
104436128	AT5G20320	44.286	210	87	7.8e-72	162
104436129	AT5G51350	56.529	628	211	0	640
104436130	AT5G51350	55	100	42	4.59e-22	102
104436131	AT5G35170	73.134	67	18	1.38e-22	105
104436132	AT3G53510	72.948	743	181	0	919
104436133	AT1G27170	37.903	372	225	5.37e-68	250
104436139	AT3G50150	32.824	262	158	2.2e-27	116
104436140	AT5G02640	48.171	164	57	1.56e-36	128
104436141	AT2G36430	31.225	253	158	1.24e-46	120
104436142	AT3G50170	31.507	292	177	2.11e-30	125
104436143	AT3G50170	31.844	358	186	5.06e-42	157
104436144	AT5G35160	86.646	659	87	0	1138
104436145	AT2G46490	55.128	78	26	2.68e-22	90.1
104436146	AT1G27170	34.387	506	261	5.26e-84	255
104436147	AT1G27170	35.345	580	303	1.95e-86	314
104436149	AT5G25220	69.841	126	4	2.39e-62	170
104436150	AT3G46920	43.129	473	220	5.99e-93	331
104436151	AT3G46920	43.129	473	220	1.14e-93	331
104436152	AT5G35090	48	50	22	7.33e-06	44.3
104436154	AT3G46920	47.059	204	52	2.38e-55	147
104436157	AT3G09560	49.555	337	141	4.43e-73	265
104436158	AT2G25620	61.376	189	71	2.76e-61	216
104436159	AT5G45180	44.444	135	70	1.6e-25	112
104436162	AT2G41040	82.258	62	11	2.64e-25	110
104436163	AT2G12646	84.337	83	13	3.74e-63	159
104436165	AT5G11090	50.98	153	63	5.81e-30	114
104436168	AT4G15890	47.65	468	232	1.41e-100	356
104436170	AT1G23820	34.911	169	41	9.51e-20	92
104436174	AT1G27170	36.943	157	94	3.11e-30	89
104436175	AT1G80530	55.128	312	127	6.15e-76	263
104436176	AT4G32060	56.849	146	21	8.09e-41	158
104436177	AT5G35080	49.254	67	34	2.6e-12	69.7
104436178	AT5G20350	66.667	72	22	3.48e-22	95.9
104436179	AT3G48270	34.893	513	259	4.01e-94	300
104436180	AT2G25290	53.143	700	301	0	701
